genres,,title,,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore
['Strategy'],,X-COM: Terror From the Deep,,01-04-95,"['Strategy', 'Classic', 'Sci-fi', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Aliens', 'Difficult', 'Underwater', 'Turn-Based Tactics', 'Lovecraftian', 'Isometric', 'Management', 'Singleplayer', 'Base Building', 'Horror']",,http://steamcommunity.com/app/7650/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,FALSE,7650,"MicroProse Software, Inc",Very Positive,
"['Action', 'Adventure']",,Tomb Raider: Anniversary,,05-06-07,"['Action', 'Adventure', 'Female Protagonist', 'Puzzle', 'Third Person', 'Lara Croft', 'Platformer', 'Remake', 'Singleplayer', 'Classic', 'Action-Adventure', 'Dinosaurs', 'Parkour', 'Third-Person Shooter', 'Shooter', '3D Vision']",,http://steamcommunity.com/app/8000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",8.99,FALSE,8000,"Crystal Dynamics,Feral Interactive (Mac)",Very Positive,83
['Action'],,Devil May Cry® 3 Special Edition,,23-05-06,"['Action', 'Hack and Slash', 'Stylized', 'Great Soundtrack', 'Spectacle fighter', 'Character Action Game', 'Classic', 'Singleplayer', 'Difficult', 'Third Person', 'Adventure', ""Beat 'em up"", 'Fantasy', 'Story Rich', 'Atmospheric', 'Demons', 'Controller', 'Comedy', 'Funny', 'Horror']",,http://steamcommunity.com/app/6550/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",19.99,FALSE,6550,"CAPCOM Co., Ltd.",Mixed,66
"['Action', 'Adventure']",,Sam &amp; Max 101: Culture Shock,,17-10-06,"['Point & Click', 'Comedy', 'Adventure', 'Detective', 'Mystery', 'Episodic', 'Funny']",,http://steamcommunity.com/app/8200/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,FALSE,8200,Telltale Games,Very Positive,
['Action'],,Final DOOM,,17-06-96,"['FPS', 'Action', 'Classic', 'Retro', 'Shooter', 'Singleplayer', 'First-Person', ""1990's"", 'Moddable', 'Sci-fi', 'Difficult', 'Multiplayer', 'Great Soundtrack', 'Zombies', 'Demons', 'Gore', 'Horror', 'Online Co-Op', 'Atmospheric']",,http://steamcommunity.com/app/2290/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,FALSE,2290,id Software,Very Positive,
"['Indie', 'RPG']",,Vigil: Blood Bitterness™,,29-06-07,"['Indie', 'RPG', 'Puzzle', 'Singleplayer']",,http://steamcommunity.com/app/2570/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,FALSE,2570,Freegamer,Very Negative,61
"['Action', 'Adventure']",,Sam &amp; Max 102: Situation: Comedy,,20-12-06,"['Adventure', 'Action']",,http://steamcommunity.com/app/8210/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,FALSE,8210,Telltale Games,Positive,
['Action'],,Ultimate Doom,,30-04-95,"['Classic', 'FPS', 'Action', ""1990's"", 'Great Soundtrack', 'Demons', 'Moddable', 'Singleplayer', 'Sci-fi', 'Retro', 'Shooter', 'Gore', 'First-Person', 'Fast-Paced', 'Violent', 'Multiplayer', '2.5D', 'Difficult', 'Horror', 'Zombies']",,http://steamcommunity.com/app/2280/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,FALSE,2280,id Software,Very Positive,
['Action'],,Master Levels for Doom II,,01-06-95,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Retro', 'Sci-fi', 'Singleplayer', ""1990's"", 'Gore', 'Zombies', 'Demons', 'Moddable', 'Great Soundtrack', 'Horror', 'Difficult']",,http://steamcommunity.com/app/9160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",14.99,FALSE,9160,id Software,Very Positive,
['Action'],,DOOM II,,05-05-94,"['Classic', 'FPS', 'Action', ""1990's"", 'Shooter', 'Moddable', 'Demons', 'Sci-fi', 'Retro', 'Violent', 'First-Person', 'Multiplayer', 'Gore', 'Singleplayer', 'Zombies', 'Great Soundtrack', 'Pixel Graphics', 'Horror', 'Online Co-Op', '2.5D']",,http://steamcommunity.com/app/2300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",4.99,FALSE,2300,id Software,Very Positive,83
['Action'],,Wolfenstein 3D,,03-08-94,"['FPS', 'Classic', 'Action', 'World War II', 'Singleplayer', 'Retro', 'First-Person', ""1990's"", 'Shooter', 'Moddable', 'Pixel Graphics', '2.5D']",,http://steamcommunity.com/app/2270/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,FALSE,2270,id Software,Very Positive,
['Action'],,Return to Castle Wolfenstein,,20-11-01,"['FPS', 'Action', 'Classic', 'World War II', 'Supernatural', 'Alternate History', 'Singleplayer', 'Shooter', 'First-Person', 'Atmospheric', 'Multiplayer', 'Horror', 'Gore', 'Sci-fi', 'Stealth', 'Zombies', 'Adventure', 'Great Soundtrack', 'Retro']",,http://steamcommunity.com/app/9010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",4.99,FALSE,9010,Gray Matter Studios,Very Positive,88
['Action'],,QUAKE Mission Pack 1: Scourge of Armagon,,28-02-97,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Horror']",,http://steamcommunity.com/app/9040/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",2.99,FALSE,9040,Ritual Entertainment,Very Positive,
['Action'],,Spear of Destiny,,10-10-93,"['Action', 'FPS', 'Classic', 'World War II', 'Retro', 'Shooter', 'Singleplayer', ""1990's""]",,http://steamcommunity.com/app/9000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",2.99,FALSE,9000,id Software,Very Positive,
['Action'],,BloodRayne,,09-09-03,"['Action', 'Vampire', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Hack and Slash', 'Horror', 'Gore']",,http://steamcommunity.com/app/3810/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards']",9.99,FALSE,3810,Terminal Reality,Mostly Positive,65
['Action'],,QUAKE Mission Pack 2: Dissolution of Eternity,,03-08-07,"['Action', 'FPS', 'Shooter', 'Classic', 'First-Person']",,http://steamcommunity.com/app/9030/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",2.99,FALSE,9030,Rogue Entertainment,Very Positive,
['Action'],,QUAKE,,31-05-07,"['FPS', 'Classic', 'Action', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Gore', 'Lovecraftian', 'First-Person', 'Great Soundtrack', 'Sci-fi', 'Moddable', 'Horror', 'Retro', 'Fast-Paced', 'Atmospheric', 'Adventure', 'Competitive', 'Co-op']",,http://steamcommunity.com/app/2310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']",4.99,FALSE,2310,id Software,Overwhelmingly Positive,94
['Strategy'],,Genesis Rising,,20-03-07,"['Strategy', 'Space', 'Sci-fi', 'RTS']",,http://steamcommunity.com/app/3230/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",4.99,FALSE,3230,Metamorf,Mostly Negative,57
['Strategy'],,"Warhammer® 40,000: Dawn of War® – Winter Assault",,01-01-06,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Games Workshop', 'Base Building', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical', 'Futuristic', 'Action']",,http://steamcommunity.com/app/9310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",12.99,FALSE,9310,Relic Entertainment,Very Positive,
"['Action', 'RPG']",,BioShock™,,21-08-07,"['FPS', 'Atmospheric', 'Action', 'Story Rich', 'Singleplayer', 'Horror', 'Steampunk', 'First-Person', 'Shooter', 'RPG', 'Sci-fi', 'Classic', 'Adventure', 'Dystopian', 'Underwater', 'Political', 'Dark', 'Great Soundtrack', 'Alternate History', 'Action RPG']",,http://steamcommunity.com/app/7670/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",19.99,FALSE,7670,"2K Boston,2K Australia",Very Positive,96
['Strategy'],,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",,01-01-06,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Games Workshop', 'Tactical', 'Real-Time', 'Singleplayer', 'Action', 'Classic', 'War', 'Great Soundtrack', 'Fantasy']",,http://steamcommunity.com/app/4570/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",12.99,FALSE,4570,Relic Entertainment,Overwhelmingly Positive,86
['Strategy'],,"Warhammer® 40,000: Dawn of War® - Dark Crusade",,09-10-06,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Singleplayer', 'Games Workshop', 'Classic', 'Real-Time', 'Action', 'War', 'Atmospheric', 'Tactical', 'Gore', 'Fantasy', 'Co-op', 'Adventure']",,http://steamcommunity.com/app/4580/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",12.99,FALSE,4580,Relic Entertainment,Overwhelmingly Positive,87
['Strategy'],,Rome: Total War™ - Collection,,22-09-04,"['Strategy', 'Historical', 'Rome', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'Classic', 'Tactical', 'Multiplayer', 'Great Soundtrack', 'War', 'Singleplayer', 'Turn-Based', 'Moddable', 'Real Time Tactics', 'Action', 'Atmospheric', 'Simulation', '4X', 'Medieval']",,http://steamcommunity.com/app/4760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Trading Cards']",9.99,FALSE,4760,The Creative Assembly,Very Positive,92
['Strategy'],,Rome: Total War™ - Alexander,,26-06-06,"['Strategy', 'RTS', 'Historical', 'Grand Strategy', 'Rome', 'Turn-Based Strategy', 'Turn-Based', 'Multiplayer', 'Singleplayer']",,http://steamcommunity.com/app/4770/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",4.99,FALSE,4770,The Creative Assembly,Mostly Positive,79
['Casual'],,Mystery Case Files: Madame Fate®,,14-12-07,"['Casual', 'Hidden Object']",,http://steamcommunity.com/app/50970/reviews/?browsefilter=mostrecent&p=1,['Single-player'],6.99,FALSE,50970,Big Fish Games,Mostly Positive,
['Action'],,Grand Theft Auto,,30-06-98,"['Action', 'Classic', 'Open World', 'Singleplayer', '2D', 'Adventure', 'Top-Down', ""1990's""]",,http://steamcommunity.com/app/12170/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,FALSE,12170,Rockstar North,Very Positive,
['Action'],,Grand Theft Auto 2,,25-10-99,"['Action', 'Classic', 'Open World', 'Singleplayer', 'Shooter', 'Free to Play', '2D', 'Crime', 'Adventure', 'Violent', 'Gore']",,http://steamcommunity.com/app/12180/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,FALSE,12180,Rockstar North,Very Positive,
['Action'],,Manhunt,,20-04-04,"['Gore', 'Stealth', 'Action', 'Horror', 'Violent', 'Singleplayer', 'Psychological Horror', 'Survival Horror', 'Atmospheric', 'Dark', 'Great Soundtrack', 'Third Person', 'Survival', 'Classic', 'Mature']",,http://steamcommunity.com/app/12130/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12130,Rockstar North,Mixed,75
['Racing'],,Midnight Club 2,,01-07-03,"['Racing', 'Open World', 'Great Soundtrack', 'Arcade', 'Classic', 'Multiplayer', 'Singleplayer', 'Sandbox']",,http://steamcommunity.com/app/12160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,FALSE,12160,Rockstar San Diego,Very Positive,81
['Action'],,Max Payne 2: The Fall of Max Payne,,14-10-03,"['Noir', 'Action', 'Third-Person Shooter', 'Classic', 'Bullet Time', 'Story Rich', 'Atmospheric', 'Shooter', 'Third Person', 'Singleplayer', 'Dark', 'Great Soundtrack', 'Cinematic', 'Adventure', 'Crime', 'Nudity', 'Detective']",,http://steamcommunity.com/app/12150/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12150,Remedy Entertainment,Very Positive,86
"['Action', 'Adventure']",,Tomb Raider: Legend,,07-04-06,"['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Puzzle', 'Lara Croft', 'Platformer', 'Singleplayer', 'Shooter', 'Action-Adventure', 'Third-Person Shooter', 'Controller']",,http://steamcommunity.com/app/7000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",6.99,FALSE,7000,Crystal Dynamics,Very Positive,82
['Action'],,Max Payne,,25-07-01,"['Noir', 'Action', 'Classic', 'Third-Person Shooter', 'Story Rich', 'Bullet Time', 'Atmospheric', 'Dark', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Linear', 'Detective', 'Cinematic', 'Adventure', 'Violent', 'Crime', 'Horror', 'Psychological Horror']",,http://steamcommunity.com/app/12140/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12140,Remedy Entertainment,Very Positive,89
['Strategy'],,Command &amp; Conquer: Red Alert 3,,28-10-08,"['Strategy', 'RTS', 'Base Building', 'Multiplayer', 'Co-op', 'Alternate History', 'Sci-fi', 'Co-op Campaign', 'Real-Time', 'Singleplayer', 'Comedy', 'Classic', 'Action', 'Online Co-Op', 'Great Soundtrack', 'FMV', 'War', 'Atmospheric']",,http://steamcommunity.com/app/17480/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,FALSE,17480,EA Los Angeles,Very Positive,82
['Casual'],,PuzzleQuest: Challenge of the Warlords,,10-10-07,"['Puzzle', 'Casual', 'Match 3', 'RPG', 'Fantasy', '2D', 'Strategy', 'Singleplayer', 'Anime', 'Indie', 'Touch-Friendly']",,http://steamcommunity.com/app/12500/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",9.99,FALSE,12500,Infinite Interactive,Very Positive,84
"['RPG', 'Casual', 'Adventure']",,Culpa Innata,,23-10-07,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",,http://steamcommunity.com/app/12310/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12310,Momentum Digital Media Technologies,Very Positive,66
['Strategy'],,Prison Tycoon 3™: Lockdown,,01-08-07,"['Strategy', 'Simulation']",,http://steamcommunity.com/app/12510/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12510,"Gamebryo,Virtual Playground",Very Negative,
"['Action', 'Adventure', 'Strategy']",,Hunting Unlimited™ 2008,,01-09-07,"['Action', 'Adventure', 'Strategy', 'Hunting']",,http://steamcommunity.com/app/12530/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12530,SCS Software,Mostly Positive,
['Racing'],,18 Wheels of Steel: American Long Haul,,03-12-07,"['Simulation', 'Racing', 'Driving', 'Open World']",,http://steamcommunity.com/app/12520/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,12520,SCS Software,Mostly Positive,NA
['Action'],,Conflict: Denied Ops,,08-02-08,"['Action', 'FPS', 'Singleplayer', 'Co-op', 'Multiplayer']",,http://steamcommunity.com/app/8100/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,FALSE,8100,Pivotal Games,Mixed,58
['Action'],,ARMA: Combat Operations,,08-05-07,"['Action', 'Simulation', 'Shooter', 'FPS', 'Tactical', 'Military']",,http://steamcommunity.com/app/2780/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Includes level editor']",7.99,FALSE,2780,Bohemia Interactive,Mixed,74
['Simulation'],,Tycoon City: New York,,21-02-06,"['Simulation', 'Management', 'City Builder']",,http://steamcommunity.com/app/9730/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,9730,,Mostly Negative,67
['Action'],,Desperados 2: Cooper's Revenge,,02-05-06,"['Action', 'Western', 'Strategy', 'Tactical']",,http://steamcommunity.com/app/9710/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,9710,Spellbound,Mixed,66
"['Action', 'Adventure']",,Death to Spies,,16-10-07,"['Stealth', 'Action', 'Adventure', 'World War II', 'Singleplayer', 'Open World', 'Third Person', 'Classic']",,http://steamcommunity.com/app/9800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,FALSE,9800,Haggard Games,Mostly Positive,69
['Action'],,Act of War: High Treason,,30-05-06,"['Action', 'Strategy', 'RTS']",,http://steamcommunity.com/app/9760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",2.99,FALSE,9760,Eugen Systems,Very Positive,74
"['Simulation', 'Strategy']",,RollerCoaster Tycoon® 3: Platinum,,26-10-06,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']",,http://steamcommunity.com/app/2700/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,FALSE,2700,"Frontier,Aspyr (Mac)",Very Positive,81
['Action'],,Act of War: Direct Action,,14-03-05,"['Action', 'Strategy', 'RTS']",,http://steamcommunity.com/app/2710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",2.99,FALSE,2710,Eugen Systems,Very Positive,82
['Action'],,Unreal 2: The Awakening,,03-02-03,"['Action', 'FPS', 'Shooter', 'Sci-fi', 'Singleplayer', 'First-Person', 'Classic', 'Multiplayer']",,http://steamcommunity.com/app/13200/reviews/?browsefilter=mostrecent&p=1,['Single-player'],14.99,FALSE,13200,"Epic Games, Inc.",Mostly Positive,75
['Action'],,Unreal Gold,,30-04-98,"['Classic', 'FPS', 'Action', 'Great Soundtrack', 'Sci-fi', 'Atmospheric', 'First-Person', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Female Protagonist', 'Adventure', 'Fast-Paced', 'Co-op', 'Nudity', 'Horror']",,http://steamcommunity.com/app/13250/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,FALSE,13250,"Epic Games, Inc.",Overwhelmingly Positive,NA
"['Casual', 'Indie']",,Ninja Reflex: Steamworks Edition,,21-03-08,"['Indie', 'Casual', 'Ninja']",,http://steamcommunity.com/app/13000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements']",4.99,FALSE,13000,Sanzaru Games,Positive,57
['Action'],,Tom Clancy's Splinter Cell®,,18-02-03,"['Stealth', 'Action', 'Third Person', 'Singleplayer', 'Classic', 'Adventure', 'Shooter', 'Third-Person Shooter', 'Atmospheric', 'Multiplayer', 'Difficult']",,http://steamcommunity.com/app/13560/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,13560,Ubisoft,Very Positive,91
['Action'],,Far Cry®,,23-03-04,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'Stealth', 'First-Person', 'Singleplayer', 'Difficult', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Great Soundtrack', 'Survival']",,http://steamcommunity.com/app/13520/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,13520,Crytek Studios,Very Positive,89
['Action'],,Unreal Tournament: Game of the Year Edition,,25-10-00,"['Classic', 'FPS', 'Action', 'Arena Shooter', 'Fast-Paced', 'Multiplayer', 'Great Soundtrack', 'Shooter', 'Competitive', 'Sci-fi', 'First-Person', 'Moddable', 'Singleplayer', 'Gore', 'Co-op', ""1990's"", 'Cyberpunk', 'Atmospheric']",,http://steamcommunity.com/app/13240/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,FALSE,13240,"Epic Games, Inc.",Overwhelmingly Positive,92
['Action'],,Tom Clancy's Rainbow Six® Vegas,,12-12-06,"['Action', 'FPS', 'Tactical', 'Co-op', 'Singleplayer', 'First-Person', 'Shooter', 'Multiplayer', 'Online Co-Op', 'Classic', 'Stealth']",,http://steamcommunity.com/app/13540/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,FALSE,13540,Ubisoft Montreal,Mostly Positive,85
['Simulation'],,Silent Hunter® III,,15-03-05,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']",,http://steamcommunity.com/app/15210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op']",9.99,FALSE,15210,Ubisoft,Very Positive,90
"['Casual', 'Simulation']",,Virtual Villagers - The Secret City,,28-05-08,"['Casual', 'Simulation']",,http://steamcommunity.com/app/16180/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,FALSE,16180,Last Day of Work,Positive,
['Casual'],,Mystery P.I.™ - The Vegas Heist,,04-06-08,"['Casual', 'Hidden Object']",,http://steamcommunity.com/app/3520/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,FALSE,3520,SpinTop Games,9 user reviews,
